"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag.Codes"
"FRA","SOCEXP","PUBNET","PC_GDP","A",2019,26.788,NA
"FRA","SOCEXP","TOTNET","PC_GDP","A",2001,27.37,NA
"FRA","SOCEXP","TOTNET","PC_GDP","A",2003,28.467,NA
"FRA","SOCEXP","TOTNET","PC_GDP","A",2005,28.612,NA
"FRA","SOCEXP","TOTNET","PC_GDP","A",2007,28.523,NA
"FRA","SOCEXP","TOTNET","PC_GDP","A",2009,31.251,NA
"FRA","SOCEXP","TOTNET","PC_GDP","A",2011,30.667,NA
"FRA","SOCEXP","TOTNET","PC_GDP","A",2013,31.303,NA
"FRA","SOCEXP","TOTNET","PC_GDP","A",2015,31.4,NA
"FRA","SOCEXP","TOTNET","PC_GDP","A",2017,30.934,NA
"FRA","SOCEXP","TOTNET","PC_GDP","A",2019,30.095,NA
"FRA","SOCEXP","PUB","USD_CAP","A",1980,5290.608,NA
"FRA","SOCEXP","PUB","USD_CAP","A",1981,4123.097,NA
"FRA","SOCEXP","PUB","USD_CAP","A",1982,4334.519,NA
"FRA","SOCEXP","PUB","USD_CAP","A",1983,4394.351,NA
"FRA","SOCEXP","PUB","USD_CAP","A",1984,4482.095,NA
"FRA","SOCEXP","PUB","USD_CAP","A",1985,7011.828,NA
"FRA","SOCEXP","PUB","USD_CAP","A",1986,5406.107,NA
"FRA","SOCEXP","PUB","USD_CAP","A",1987,5489.734,NA
"FRA","SOCEXP","PUB","USD_CAP","A",1988,5656.072,NA
"FRA","SOCEXP","PUB","USD_CAP","A",1989,5574.099,NA
"FRA","SOCEXP","PUB","USD_CAP","A",1990,7752.966,NA
"FRA","SOCEXP","PUB","USD_CAP","A",1991,7998.641,NA
"FRA","SOCEXP","PUB","USD_CAP","A",1992,8324.938,NA
"FRA","SOCEXP","PUB","USD_CAP","A",1993,8684.278,NA
"FRA","SOCEXP","PUB","USD_CAP","A",1994,8869.149,NA
"FRA","SOCEXP","PUB","USD_CAP","A",1995,9446.187,NA
"FRA","SOCEXP","PUB","USD_CAP","A",1996,9642.508,NA
"FRA","SOCEXP","PUB","USD_CAP","A",1997,9787.753,NA
"FRA","SOCEXP","PUB","USD_CAP","A",1998,10175.871,NA
"FRA","SOCEXP","PUB","USD_CAP","A",1999,10459.866,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2000,10379.919,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2001,10504.43,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2002,10820.171,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2003,10976.666,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2004,11233.255,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2005,11316.744,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2006,11338.978,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2007,11479.12,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2008,11544.528,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2009,12118.277,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2010,12309.922,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2011,12404.891,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2012,12574.307,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2013,12775.399,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2014,12961.229,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2015,12974.895,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2016,13125.381,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2017,13171.413,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2018,13156.86,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2019,13230.112,NA
"FRA","SOCEXP","PUB","USD_CAP","A",2020,13792.684,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",1980,3.384,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",1981,3.36,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",1982,3.161,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",1983,3.071,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",1984,3.083,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",1985,3.21,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",1986,3.271,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",1987,3.389,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",1988,3.36,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",1989,3.419,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",1990,3.455,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",1991,2.188,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",1992,3.082,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",1993,3.068,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",1994,2.983,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",1995,3.116,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",1996,2.914,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",1997,2.786,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",1998,2.764,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",1999,2.932,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",2000,3.015,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",2001,3.068,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",2002,3.047,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",2003,3.062,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",2004,2.997,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",2005,2.883,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",2006,2.734,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",2007,2.89,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",2008,3.164,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",2009,3.409,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",2010,3.351,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",2011,3.369,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",2012,3.507,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",2013,3.606,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",2014,3.508,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",2015,3.55,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",2016,3.588,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",2017,3.594,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",2018,3.66,NA
"DEU","SOCEXP","PRIV","PC_GDP","A",2019,3.69,NA
"DEU","SOCEXP","PUB","PC_GDP","A",1980,21.788,NA
"DEU","SOCEXP","PUB","PC_GDP","A",1981,22.446,NA
"DEU","SOCEXP","PUB","PC_GDP","A",1982,22.433,NA
"DEU","SOCEXP","PUB","PC_GDP","A",1983,22.14,NA
"DEU","SOCEXP","PUB","PC_GDP","A",1984,21.881,NA
"DEU","SOCEXP","PUB","PC_GDP","A",1985,22.228,NA
"DEU","SOCEXP","PUB","PC_GDP","A",1986,22.247,NA
"DEU","SOCEXP","PUB","PC_GDP","A",1987,22.715,NA
"DEU","SOCEXP","PUB","PC_GDP","A",1988,22.705,NA
"DEU","SOCEXP","PUB","PC_GDP","A",1989,21.643,NA
"DEU","SOCEXP","PUB","PC_GDP","A",1990,21.354,NA
"DEU","SOCEXP","PUB","PC_GDP","A",1991,22.307,NA
"DEU","SOCEXP","PUB","PC_GDP","A",1992,24.017,NA
"DEU","SOCEXP","PUB","PC_GDP","A",1993,24.722,NA
"DEU","SOCEXP","PUB","PC_GDP","A",1994,24.902,NA
"DEU","SOCEXP","PUB","PC_GDP","A",1995,25.252,NA
"DEU","SOCEXP","PUB","PC_GDP","A",1996,25.857,NA
"DEU","SOCEXP","PUB","PC_GDP","A",1997,25.446,NA
"DEU","SOCEXP","PUB","PC_GDP","A",1998,25.393,NA
"DEU","SOCEXP","PUB","PC_GDP","A",1999,25.524,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2000,25.47,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2001,25.487,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2002,26.167,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2003,26.628,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2004,26.023,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2005,26.383,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2006,25.108,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2007,24.21,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2008,24.355,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2009,26.808,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2010,26.068,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2011,24.763,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2012,24.661,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2013,24.848,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2014,24.802,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2015,25.07,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2016,25.278,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2017,25.237,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2018,25.296,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2019,25.59,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2020,27.938,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2021,27.639,NA
"DEU","SOCEXP","PUB","PC_GDP","A",2022,26.722,NA
"DEU","SOCEXP","PUBNET","PC_GDP","A",1993,22.433,NA
"DEU","SOCEXP","PUBNET","PC_GDP","A",1995,22.146,NA
"DEU","SOCEXP","PUBNET","PC_GDP","A",1997,22.947,NA
"DEU","SOCEXP","PUBNET","PC_GDP","A",1999,24.257,NA
"DEU","SOCEXP","PUBNET","PC_GDP","A",2001,24.058,NA
"DEU","SOCEXP","PUBNET","PC_GDP","A",2003,25.142,NA
"DEU","SOCEXP","PUBNET","PC_GDP","A",2005,24.621,NA
"DEU","SOCEXP","PUBNET","PC_GDP","A",2007,22.366,NA
"DEU","SOCEXP","PUBNET","PC_GDP","A",2009,24.442,NA
"DEU","SOCEXP","PUBNET","PC_GDP","A",2011,22.904,NA
"DEU","SOCEXP","PUBNET","PC_GDP","A",2013,23.173,NA
"DEU","SOCEXP","PUBNET","PC_GDP","A",2015,23.448,NA
"DEU","SOCEXP","PUBNET","PC_GDP","A",2017,23.66,NA
"DEU","SOCEXP","PUBNET","PC_GDP","A",2019,23.964,NA
"DEU","SOCEXP","TOTNET","PC_GDP","A",1993,25.103,NA
"DEU","SOCEXP","TOTNET","PC_GDP","A",1995,24.859,NA
"DEU","SOCEXP","TOTNET","PC_GDP","A",1997,25.383,NA
"DEU","SOCEXP","TOTNET","PC_GDP","A",1999,26.812,NA
"DEU","SOCEXP","TOTNET","PC_GDP","A",2001,25.894,NA
"DEU","SOCEXP","TOTNET","PC_GDP","A",2003,27.004,NA
"DEU","SOCEXP","TOTNET","PC_GDP","A",2005,26.375,NA
"DEU","SOCEXP","TOTNET","PC_GDP","A",2007,24.088,NA
"DEU","SOCEXP","TOTNET","PC_GDP","A",2009,26.531,NA
"DEU","SOCEXP","TOTNET","PC_GDP","A",2011,24.64,NA
"DEU","SOCEXP","TOTNET","PC_GDP","A",2013,24.842,NA
"DEU","SOCEXP","TOTNET","PC_GDP","A",2015,24.959,NA
"DEU","SOCEXP","TOTNET","PC_GDP","A",2017,25.06,NA
"DEU","SOCEXP","TOTNET","PC_GDP","A",2019,25.404,NA
"DEU","SOCEXP","PUB","USD_CAP","A",1980,6809.276,NA
"DEU","SOCEXP","PUB","USD_CAP","A",1981,7038.857,NA
"DEU","SOCEXP","PUB","USD_CAP","A",1982,7011.982,NA
"DEU","SOCEXP","PUB","USD_CAP","A",1983,7053.942,NA
"DEU","SOCEXP","PUB","USD_CAP","A",1984,7197.214,NA
"DEU","SOCEXP","PUB","USD_CAP","A",1985,7500.206,NA
"DEU","SOCEXP","PUB","USD_CAP","A",1986,7672.752,NA
"DEU","SOCEXP","PUB","USD_CAP","A",1987,7942.753,NA
"DEU","SOCEXP","PUB","USD_CAP","A",1988,8183.449,NA
"DEU","SOCEXP","PUB","USD_CAP","A",1989,8024.699,NA
"DEU","SOCEXP","PUB","USD_CAP","A",1990,8176.716,NA
"DEU","SOCEXP","PUB","USD_CAP","A",1991,7953.641,NA
"DEU","SOCEXP","PUB","USD_CAP","A",1992,8670.831,NA
"DEU","SOCEXP","PUB","USD_CAP","A",1993,8789.529,NA
"DEU","SOCEXP","PUB","USD_CAP","A",1994,9043.022,NA
"DEU","SOCEXP","PUB","USD_CAP","A",1995,9293.005,NA
"DEU","SOCEXP","PUB","USD_CAP","A",1996,9573.872,NA
"DEU","SOCEXP","PUB","USD_CAP","A",1997,9585.38,NA
"DEU","SOCEXP","PUB","USD_CAP","A",1998,9765.564,NA
"DEU","SOCEXP","PUB","USD_CAP","A",1999,10004.086,NA
"DEU","SOCEXP","PUB","USD_CAP","A",2000,10269.464,NA
"DEU","SOCEXP","PUB","USD_CAP","A",2001,10441.468,NA
"DEU","SOCEXP","PUB","USD_CAP","A",2002,10690.864,NA
"DEU","SOCEXP","PUB","USD_CAP","A",2003,10806.786,NA
"DEU","SOCEXP","PUB","USD_CAP","A",2004,10697.621,NA
"DEU","SOCEXP","PUB","USD_CAP","A",2005,10940.859,NA
"DEU","SOCEXP","PUB","USD_CAP","A",2006,10831.352,NA
"DEU","SOCEXP","PUB","USD_CAP","A",2007,10779.074,NA
"DEU","SOCEXP","PUB","USD_CAP","A",2008,10978.49,NA
"DEU","SOCEXP","PUB","USD_CAP","A",2009,11435.913,NA
"DEU","SOCEXP","PUB","USD_CAP","A",2010,11613.731,NA
"DEU","SOCEXP","PUB","USD_CAP","A",2011,11466.571,NA
"DEU","SOCEXP","PUB","USD_CAP","A",2012,11445.496,NA
"DEU","SOCEXP","PUB","USD_CAP","A",2013,11551.302,NA
"DEU","SOCEXP","PUB","USD_CAP","A",2014,11735.624,NA
"DEU","SOCEXP","PUB","USD_CAP","A",2015,11935.594,NA
"DEU","SOCEXP","PUB","USD_CAP","A",2016,12204.285,NA
"DEU","SOCEXP","PUB","USD_CAP","A",2017,12464.482,NA
"DEU","SOCEXP","PUB","USD_CAP","A",2018,12578.368,NA
"DEU","SOCEXP","PUB","USD_CAP","A",2019,12829.673,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",1983,0.001,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",1984,0.003,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",1985,0.003,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",1986,0.003,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",1987,0.003,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",1988,0.003,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",1989,0.004,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",1990,1.987,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",1991,1.823,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",1992,1.799,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",1993,1.792,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",1994,1.831,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",1995,1.83,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",1996,1.811,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",1997,1.78,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",1998,1.833,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",1999,1.854,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",2000,0.045,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",2001,0.061,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",2002,0.059,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",2003,0.275,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",2004,0.284,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",2005,0.315,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",2006,0.8,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",2007,0.804,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",2008,0.861,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",2009,0.88,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",2010,1.123,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",2011,1.165,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",2012,1.114,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",2013,1.227,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",2014,1.146,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",2015,0.977,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",2016,1.035,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",2017,0.997,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",2018,1.028,NA
"GRC","SOCEXP","PRIV","PC_GDP","A",2019,1.078,NA
"GRC","SOCEXP","PUB","PC_GDP","A",1980,9.856,NA
"GRC","SOCEXP","PUB","PC_GDP","A",1981,11.869,NA
"GRC","SOCEXP","PUB","PC_GDP","A",1982,13.94,NA
"GRC","SOCEXP","PUB","PC_GDP","A",1983,14.484,NA
"GRC","SOCEXP","PUB","PC_GDP","A",1984,14.793,NA
"GRC","SOCEXP","PUB","PC_GDP","A",1985,15.368,NA
"GRC","SOCEXP","PUB","PC_GDP","A",1986,15.213,NA
"GRC","SOCEXP","PUB","PC_GDP","A",1987,15.179,NA
"GRC","SOCEXP","PUB","PC_GDP","A",1988,13.932,NA
"GRC","SOCEXP","PUB","PC_GDP","A",1989,14.771,NA
"GRC","SOCEXP","PUB","PC_GDP","A",1990,15.721,NA
"GRC","SOCEXP","PUB","PC_GDP","A",1991,15.178,NA
"GRC","SOCEXP","PUB","PC_GDP","A",1992,15.389,NA
"GRC","SOCEXP","PUB","PC_GDP","A",1993,16.233,NA
"GRC","SOCEXP","PUB","PC_GDP","A",1994,16.259,NA
"GRC","SOCEXP","PUB","PC_GDP","A",1995,16.6,NA
"GRC","SOCEXP","PUB","PC_GDP","A",1996,17.011,NA
"GRC","SOCEXP","PUB","PC_GDP","A",1997,16.912,NA
"GRC","SOCEXP","PUB","PC_GDP","A",1998,17.461,NA
"GRC","SOCEXP","PUB","PC_GDP","A",1999,17.973,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2000,17.768,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2001,18.637,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2002,18.359,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2003,18.178,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2004,18.309,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2005,19.534,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2006,19.379,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2007,20.135,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2008,21.571,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2009,23.912,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2010,25.017,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2011,26.464,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2012,27.426,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2013,25.442,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2014,25.493,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2015,25.716,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2016,26.041,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2017,25.188,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2018,25.025,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2019,25.082,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2020,27.86,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2021,26.1,NA
"GRC","SOCEXP","PUB","PC_GDP","A",2022,24.115,NA
"GRC","SOCEXP","PUB","USD_CAP","A",1980,2213.171,NA
"GRC","SOCEXP","PUB","USD_CAP","A",1981,2600.738,NA
"GRC","SOCEXP","PUB","USD_CAP","A",1982,3001.089,NA
"GRC","SOCEXP","PUB","USD_CAP","A",1983,3066.642,NA
"GRC","SOCEXP","PUB","USD_CAP","A",1984,3179.289,NA
"GRC","SOCEXP","PUB","USD_CAP","A",1985,3372.86,NA
"GRC","SOCEXP","PUB","USD_CAP","A",1986,3344.897,NA
"GRC","SOCEXP","PUB","USD_CAP","A",1987,3250.984,NA
"GRC","SOCEXP","PUB","USD_CAP","A",1988,3100.787,NA
"GRC","SOCEXP","PUB","USD_CAP","A",1989,3394.388,NA
"GRC","SOCEXP","PUB","USD_CAP","A",1990,3587.572,NA
"GRC","SOCEXP","PUB","USD_CAP","A",1991,3540.982,NA
"GRC","SOCEXP","PUB","USD_CAP","A",1992,3589.058,NA
"GRC","SOCEXP","PUB","USD_CAP","A",1993,3704.96,NA
"GRC","SOCEXP","PUB","USD_CAP","A",1994,3767.818,NA
"GRC","SOCEXP","PUB","USD_CAP","A",1995,3917.235,NA
"GRC","SOCEXP","PUB","USD_CAP","A",1996,4111.001,NA
"GRC","SOCEXP","PUB","USD_CAP","A",1997,4249.402,NA
"GRC","SOCEXP","PUB","USD_CAP","A",1998,4532.828,NA
"GRC","SOCEXP","PUB","USD_CAP","A",1999,4790.72,NA
"GRC","SOCEXP","PUB","USD_CAP","A",2000,4901.8,NA
"GRC","SOCEXP","PUB","USD_CAP","A",2001,5326.01,NA
"GRC","SOCEXP","PUB","USD_CAP","A",2002,5432.699,NA
"GRC","SOCEXP","PUB","USD_CAP","A",2003,5677.169,NA
"GRC","SOCEXP","PUB","USD_CAP","A",2004,5992.721,NA
"GRC","SOCEXP","PUB","USD_CAP","A",2005,6413.104,NA
"GRC","SOCEXP","PUB","USD_CAP","A",2006,6701.621,NA
"GRC","SOCEXP","PUB","USD_CAP","A",2007,7172.503,NA
"GRC","SOCEXP","PUB","USD_CAP","A",2008,7638.156,NA
"GRC","SOCEXP","PUB","USD_CAP","A",2009,8081.577,NA
"GRC","SOCEXP","PUB","USD_CAP","A",2010,7981.756,NA
"GRC","SOCEXP","PUB","USD_CAP","A",2011,7597.532,NA
"GRC","SOCEXP","PUB","USD_CAP","A",2012,7355.496,NA
"GRC","SOCEXP","PUB","USD_CAP","A",2013,6700.06,NA
"GRC","SOCEXP","PUB","USD_CAP","A",2014,6790.59,NA
"GRC","SOCEXP","PUB","USD_CAP","A",2015,6881.753,NA
"GRC","SOCEXP","PUB","USD_CAP","A",2016,6963.485,NA
"GRC","SOCEXP","PUB","USD_CAP","A",2017,6822.624,NA
"GRC","SOCEXP","PUB","USD_CAP","A",2018,6905.369,NA
"GRC","SOCEXP","PUB","USD_CAP","A",2019,7053.496,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",1999,0.19,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",2000,0.205,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",2001,0.206,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",2002,0.208,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",2003,0.252,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",2004,0.293,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",2005,0.283,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",2006,0.367,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",2007,0.384,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",2008,0.371,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",2009,0.425,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",2010,0.442,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",2011,0.423,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",2012,0.402,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",2013,0.387,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",2014,0.346,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",2015,0.355,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",2016,0.369,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",2017,0.362,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",2018,0.375,NA
"HUN","SOCEXP","PRIV","PC_GDP","A",2019,0.329,NA
"HUN","SOCEXP","PUB","PC_GDP","A",1999,20.854,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2000,20.092,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2001,19.771,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2002,20.8,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2003,21.79,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2004,21.05,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2005,21.815,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2006,22.112,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2007,22.374,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2008,22.622,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2009,23.185,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2010,22.805,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2011,22.163,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2012,22.478,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2013,22.169,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2014,21.322,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2015,20.349,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2016,20.17,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2017,19.434,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2018,18.616,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2019,17.636,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2020,18.546,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2021,18.091,NA
"HUN","SOCEXP","PUB","PC_GDP","A",2022,17.194,NA
"HUN","SOCEXP","PUB","USD_CAP","A",1999,3763.305,NA
"HUN","SOCEXP","PUB","USD_CAP","A",2000,3798.153,NA
"HUN","SOCEXP","PUB","USD_CAP","A",2001,3898.685,NA
"HUN","SOCEXP","PUB","USD_CAP","A",2002,4308.302,NA
"HUN","SOCEXP","PUB","USD_CAP","A",2003,4711.08,NA
"HUN","SOCEXP","PUB","USD_CAP","A",2004,4789.276,NA
"HUN","SOCEXP","PUB","USD_CAP","A",2005,5186.91,NA
"HUN","SOCEXP","PUB","USD_CAP","A",2006,5473.644,NA
"HUN","SOCEXP","PUB","USD_CAP","A",2007,5562.45,NA
"HUN","SOCEXP","PUB","USD_CAP","A",2008,5690.702,NA
"HUN","SOCEXP","PUB","USD_CAP","A",2009,5455.976,NA
"HUN","SOCEXP","PUB","USD_CAP","A",2010,5436.942,NA
"HUN","SOCEXP","PUB","USD_CAP","A",2011,5397.511,NA
"HUN","SOCEXP","PUB","USD_CAP","A",2012,5433.445,NA
"HUN","SOCEXP","PUB","USD_CAP","A",2013,5470.537,NA
"HUN","SOCEXP","PUB","USD_CAP","A",2014,5498.616,NA
"HUN","SOCEXP","PUB","USD_CAP","A",2015,5454.858,NA
"HUN","SOCEXP","PUB","USD_CAP","A",2016,5541.8,NA
"HUN","SOCEXP","PUB","USD_CAP","A",2017,5582.206,NA
"HUN","SOCEXP","PUB","USD_CAP","A",2018,5640.945,NA
"HUN","SOCEXP","PUB","USD_CAP","A",2019,5590.002,NA
